,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
11176,5.0,35.0,-67.5,-75.0,-34.0,Less than 18,M,High School,University Student,37.0,2022-01-12
11177,4.0,55.0,15.0,17.5,63.5,Less than 18,M,I'd rather not answer,Student,12.0,2022-01-12
11178,2.0,35.0,12.5,50.0,87.0,Less than 18,M,Middle School,Student,19.0,2022-01-12
11180,5.0,20.0,-27.5,-67.5,11.0,Less than 18,M,Middle School,Student,16.0,2022-01-12
11182,5.0,25.0,-57.5,-90.0,-21.5,Less than 18,M,Middle School,Student,37.0,2022-01-12
11184,5.0,30.0,0.0,-40.0,7.0,Less than 18,M,Middle School,Student,16.0,2022-01-12
11186,5.0,-40.0,0.0,40.0,-12.0,Less than 18,M,Vocational qualification,University Student,41.0,2022-01-12
11188,5.0,-80.0,-100.0,-130.0,-172.0,Less than 18,M,Bachelor's Degree,Public Employee,39.0,2022-01-12
11189,5.0,25.0,-67.5,-55.0,-24.0,Less than 18,M,High School,University Student,37.0,2022-01-12
11190,2.0,50.0,25.0,42.5,86.0,Between 18 and 25,M,High School,Student,12.0,2022-01-12
11191,4.0,10.0,-40.0,10.0,102.0,Between 18 and 25,F,I'd rather not answer,I'd rather not answer,28.0,2022-01-12
11194,2.0,87.5,52.5,100.0,144.5,Between 26 and 35,M,Master's Degree,Fixed Term Employee,2.0,2022-01-12
11196,6.0,80.0,12.5,-10.0,37.5,Between 56 and 65,M,Master's Degree,Permanent Employee,12.0,2022-01-12
11197,2.0,80.0,40.0,67.5,102.0,Less than 18,M,Middle School,Student,2.0,2022-01-12
11198,4.0,85.0,45.0,15.0,68.0,Between 18 and 25,M,High School,I'd rather not answer,4.0,2022-01-12
11199,5.0,40.0,-50.0,-117.5,-39.5,Between 18 and 25,M,High School,Permanent Employee,10.0,2022-01-12
11200,2.0,37.5,37.5,72.5,129.5,Less than 18,N,Middle School,Student,22.0,2022-01-12
11201,5.0,7.5,-67.5,-145.0,-112.0,Between 18 and 25,M,Bachelor's Degree,Fixed Term Employee,38.0,2022-01-12
11202,5.0,2.5,-65.0,-107.5,-69.5,Between 18 and 25,M,High School,University Student,30.0,2022-01-12
11203,2.0,60.0,42.5,55.0,117.0,Between 18 and 25,F,High School,University Student,14.0,2022-01-13
11209,6.0,0.0,-20.0,5.0,43.5,Between 18 and 25,M,High School,University Student,27.0,2022-01-13
11210,4.0,47.5,20.0,32.5,67.5,Between 18 and 25,M,High School,University Student,12.0,2022-01-13
11211,4.0,55.0,27.5,22.5,64.0,Between 18 and 25,M,High School,University Student,12.0,2022-01-13
11212,4.0,52.5,25.0,27.5,69.0,Between 18 and 25,M,High School,University Student,12.0,2022-01-13
11213,2.0,60.0,35.0,62.5,90.0,Between 46 and 55,F,High School,Public Employee,14.0,2022-01-13
11215,2.0,75.0,45.0,90.0,99.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2022-01-13
11216,4.0,2.5,-15.0,50.0,74.5,Less than 18,M,High School,Student,28.0,2022-01-13
11217,5.0,-2.5,-47.5,-82.5,-103.5,Between 46 and 55,F,High School,Fixed Term Employee,30.0,2022-01-13
11218,2.0,55.0,62.5,45.0,78.5,Between 36 and 45,M,Bachelor's Degree,University Student,21.0,2022-01-13
11219,2.0,20.0,15.0,62.5,94.5,Less than 18,N,I'd rather not answer,I'd rather not answer,19.0,2022-01-13
11220,5.0,25.0,-32.5,-65.0,-12.0,Between 18 and 25,M,High School,Student,16.0,2022-01-13
11221,5.0,2.5,-47.5,-47.5,-46.5,Between 18 and 25,M,Middle School,Entrepreneur,17.0,2022-01-13
11222,5.0,-17.5,-80.0,-140.0,-114.5,Less than 18,M,I'd rather not answer,Student,38.0,2022-01-13
11228,5.0,35.0,-42.5,-37.5,12.5,Less than 18,M,Middle School,Student,16.0,2022-01-13
11229,6.0,30.0,-15.0,-5.0,56.0,Between 18 and 25,M,High School,Looking for employment,13.0,2022-01-13
11231,2.0,52.5,50.0,25.0,122.0,Between 18 and 25,M,Bachelor's Degree,University Student,22.0,2022-01-13
11232,4.0,52.5,15.0,15.0,96.0,Between 18 and 25,F,Vocational qualification,Student,12.0,2022-01-13
11233,5.0,30.0,-80.0,-150.0,-92.0,Between 18 and 25,M,Bachelor's Degree,University Student,24.0,2022-01-13
11234,2.0,45.0,57.5,130.0,157.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-13
11236,2.0,57.5,25.0,37.5,93.5,Between 46 and 55,F,Master's Degree,Looking for employment,12.0,2022-01-13
11237,4.0,57.5,0.0,32.5,47.0,Between 18 and 25,M,High School,University Student,12.0,2022-01-13
11238,2.0,67.5,37.5,52.5,122.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2022-01-13
11240,5.0,0.0,-80.0,-120.0,-47.0,Less than 18,M,Middle School,Student,37.0,2022-01-13
11242,4.0,52.5,2.5,22.5,41.0,Between 18 and 25,M,High School,Student,12.0,2022-01-13
11243,6.0,37.5,-15.0,7.5,26.0,Less than 18,M,I'd rather not answer,Student,13.0,2022-01-13
11244,5.0,22.5,-35.0,-70.0,-29.5,Less than 18,M,I'd rather not answer,Student,17.0,2022-01-13
11246,5.0,22.5,-55.0,-92.5,-29.5,Less than 18,M,I'd rather not answer,Student,37.0,2022-01-13
11247,5.0,-2.5,-30.0,-47.5,-28.5,Between 18 and 25,M,Bachelor's Degree,Freelance,31.0,2022-01-14
11248,2.0,60.0,32.5,75.0,111.0,Less than 18,M,Middle School,Student,14.0,2022-01-14
11249,3.0,-15.0,10.0,30.0,-1.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-01-14
11250,4.0,35.0,15.0,10.0,88.0,Less than 18,M,Middle School,Student,12.0,2022-01-14
11251,6.0,50.0,7.5,-15.0,37.5,Between 18 and 25,M,High School,Fixed Term Employee,12.0,2022-01-14
11252,4.0,12.5,15.0,22.5,46.0,Between 18 and 25,M,High School,Student,28.0,2022-01-14
11257,2.0,2.5,67.5,122.5,122.0,Between 18 and 25,M,Middle School,Student,33.0,2022-01-14
11258,2.0,15.0,90.0,142.5,164.5,Less than 18,M,Middle School,Student,14.0,2022-01-14
11259,2.0,12.5,87.5,142.5,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-14
11261,5.0,0.0,-20.0,15.0,-6.5,Less than 18,M,Middle School,Student,27.0,2022-01-14
11262,5.0,2.5,-42.5,-35.0,-2.0,Between 18 and 25,M,High School,Student,27.0,2022-01-14
11263,5.0,-20.0,-90.0,-115.0,-62.0,Less than 18,M,Middle School,Student,38.0,2022-01-14
11265,5.0,-25.0,-90.0,-120.0,-37.0,Less than 18,M,Middle School,Student,38.0,2022-01-14
11266,2.0,45.0,95.0,110.0,45.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-14
11268,5.0,37.5,-35.0,-112.5,-14.5,Between 18 and 25,M,Master's Degree,Fixed Term Employee,10.0,2022-01-15
11269,2.0,70.0,30.0,60.0,139.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2022-01-15
11270,6.0,5.0,-37.5,5.0,47.0,Less than 18,M,Middle School,Student,27.0,2022-01-15
11271,5.0,0.0,0.0,0.0,0.0,,,,,27.0,2022-01-15
11272,6.0,52.5,-30.0,-30.0,65.5,Less than 18,M,Middle School,Student,13.0,2022-01-15
11276,5.0,-90.0,-22.5,-5.0,-90.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,51.0,2022-01-15
11277,4.0,35.0,22.5,27.5,87.0,Less than 18,M,Middle School,Student,19.0,2022-01-15
11279,2.0,80.0,85.0,150.0,172.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,1.0,2022-01-15
11282,5.0,37.5,10.0,-52.5,3.0,More than 65,F,I'd rather not answer,Retired,16.0,2022-01-15
11283,2.0,50.0,37.5,70.0,132.0,Less than 18,M,Middle School,Student,14.0,2022-01-15
11284,6.0,15.0,-25.0,-2.5,76.0,Less than 18,F,Middle School,Student,16.0,2022-01-15
11285,4.0,62.5,10.0,-7.5,100.5,Less than 18,F,Middle School,Student,12.0,2022-01-15
11287,2.0,57.5,37.5,75.0,137.0,Less than 18,M,Middle School,Student,14.0,2022-01-15
11288,4.0,30.0,-5.0,27.5,91.0,Less than 18,M,Middle School,Student,19.0,2022-01-15
11289,5.0,12.5,-30.0,-30.0,35.0,Less than 18,F,Middle School,Student,16.0,2022-01-15
11290,5.0,25.0,-22.5,-80.0,-67.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,17.0,2022-01-15
11291,3.0,47.5,20.0,2.5,-3.5,Between 26 and 35,M,High School,Permanent Employee,13.0,2022-01-15
11292,5.0,60.0,-50.0,-60.0,-12.0,Between 36 and 45,M,Bachelor's Degree,Looking for employment,9.0,2022-01-15
11293,5.0,60.0,-50.0,-60.0,-12.0,Between 36 and 45,M,Bachelor's Degree,Looking for employment,9.0,2022-01-15
11294,2.0,82.5,60.0,120.0,142.0,Between 18 and 25,M,High School,University Student,2.0,2022-01-15
11295,5.0,-10.0,-110.0,-160.0,-122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,36.0,2022-01-15
11297,2.0,60.0,35.0,55.0,97.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-01-15
11298,2.0,65.0,50.0,82.5,117.0,Between 18 and 25,F,High School,University Student,14.0,2022-01-15
11299,2.0,40.0,65.0,95.0,137.0,Less than 18,M,Middle School,Student,14.0,2022-01-16
11300,4.0,47.5,7.5,52.5,62.0,Between 18 and 25,F,High School,I'd rather not answer,19.0,2022-01-16
11301,2.0,77.5,30.0,90.0,127.0,Between 18 and 25,M,High School,University Student,2.0,2022-01-16
11302,2.0,27.5,25.0,70.0,79.5,Between 26 and 35,M,Master's Degree,Fixed Term Employee,21.0,2022-01-16
11303,2.0,20.0,32.5,82.5,84.5,Between 26 and 35,M,Master's Degree,Fixed Term Employee,33.0,2022-01-16
11306,5.0,-35.0,-57.5,-90.0,-33.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2022-01-16
11307,2.0,47.5,27.5,60.0,118.5,Less than 18,F,Middle School,Student,21.0,2022-01-16
11308,4.0,42.5,10.0,0.0,79.0,Between 46 and 55,F,Master's Degree,Freelance,12.0,2022-01-16
11309,2.0,72.5,22.5,42.5,85.0,Less than 18,M,High School,Student,12.0,2022-01-16
11310,6.0,45.0,5.0,-7.5,62.5,Between 18 and 25,M,Bachelor's Degree,University Student,12.0,2022-01-16
11311,3.0,35.0,-37.5,-2.5,32.0,Between 18 and 25,M,High School,University Student,13.0,2022-01-16
11312,6.0,57.5,-25.0,-27.5,63.5,Between 18 and 25,M,Bachelor's Degree,University Student,13.0,2022-01-16
11313,6.0,65.0,-5.0,-20.0,58.5,Between 18 and 25,M,High School,University Student,12.0,2022-01-16
11314,4.0,20.0,17.5,20.0,60.0,Between 18 and 25,M,Bachelor's Degree,University Student,19.0,2022-01-16
11315,6.0,22.5,-15.0,5.0,35.0,Between 18 and 25,M,Bachelor's Degree,University Student,27.0,2022-01-16
11316,2.0,65.0,42.5,75.0,123.5,Between 18 and 25,M,High School,University Student,14.0,2022-01-16
11317,6.0,25.0,-20.0,17.5,37.0,Between 18 and 25,M,High School,University Student,27.0,2022-01-16
11318,2.0,35.0,12.5,47.5,79.5,Between 18 and 25,M,High School,University Student,19.0,2022-01-17
11319,4.0,35.0,25.0,37.5,81.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2022-01-17
11320,5.0,40.0,-90.0,-120.0,-102.0,Less than 18,M,Middle School,Student,24.0,2022-01-17
11321,2.0,55.0,15.0,22.5,97.0,Between 18 and 25,M,High School,University Student,12.0,2022-01-17
11322,6.0,55.0,7.5,-5.0,26.5,Between 18 and 25,M,Middle School,Student,12.0,2022-01-17
11323,5.0,25.0,2.5,-45.0,13.0,Between 56 and 65,M,High School,Public Employee,16.0,2022-01-17
11324,2.0,67.5,45.0,70.0,117.0,Less than 18,M,High School,Student,2.0,2022-01-17
11325,5.0,5.0,5.0,5.0,5.0,Between 18 and 25,M,High School,University Student,27.0,2022-01-17
11326,5.0,0.0,0.0,0.0,0.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-01-17
11328,5.0,0.0,12.5,7.5,5.5,Less than 18,M,Middle School,Retired,27.0,2022-01-17
11329,5.0,-42.5,-15.0,17.5,-20.5,Between 26 and 35,M,I'd rather not answer,Retired,41.0,2022-01-17
11330,4.0,42.5,5.0,10.0,66.0,Less than 18,M,Middle School,Permanent Employee,12.0,2022-01-17
11331,5.0,52.5,-65.0,-60.0,12.5,Between 18 and 25,M,High School,Student,9.0,2022-01-17
11332,3.0,5.0,0.0,2.5,14.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-01-17
11333,4.0,15.0,-5.0,30.0,67.0,Between 18 and 25,M,High School,Fixed Term Employee,28.0,2022-01-17
11334,2.0,45.0,60.0,75.0,119.5,Less than 18,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-17
11335,4.0,52.5,17.5,22.5,75.0,Less than 18,F,Middle School,Student,12.0,2022-01-17
11339,2.0,27.5,42.5,57.5,82.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0,2022-01-17
11341,4.0,40.0,10.0,22.5,81.0,Less than 18,F,Middle School,Student,12.0,2022-01-17
11342,2.0,70.0,52.5,90.0,134.5,Less than 18,M,Middle School,Student,2.0,2022-01-17
11343,6.0,20.0,-22.5,-10.0,51.5,Between 18 and 25,M,Bachelor's Degree,University Student,16.0,2022-01-17
11344,2.0,-20.0,40.0,150.0,124.5,Less than 18,M,High School,Student,23.0,2022-01-18
11345,6.0,40.0,-7.5,-10.0,37.5,Between 18 and 25,M,High School,University Student,13.0,2022-01-18
11347,2.0,37.5,5.0,32.5,102.0,Between 18 and 25,M,High School,Student,19.0,2022-01-18
11348,2.0,47.5,57.5,75.0,129.5,Between 18 and 25,M,High School,University Student,14.0,2022-01-18
11349,5.0,12.5,-75.0,-170.0,-132.0,Between 18 and 25,M,High School,Fixed Term Employee,38.0,2022-01-18
11350,5.0,37.5,-25.0,-55.0,8.5,Between 26 and 35,M,Bachelor's Degree,Fixed Term Employee,16.0,2022-01-18
11351,2.0,55.0,5.0,27.5,97.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-01-18
11353,2.0,77.5,30.0,52.5,108.5,Between 18 and 25,M,High School,University Student,2.0,2022-01-18
11354,2.0,70.0,60.0,92.5,142.0,Between 18 and 25,M,High School,University Student,2.0,2022-01-18
11355,5.0,7.5,-65.0,-107.5,-87.0,Less than 18,M,Middle School,Student,38.0,2022-01-18
11356,2.0,47.5,32.5,50.0,88.5,Less than 18,F,Middle School,Student,21.0,2022-01-18
11357,3.0,22.5,0.0,7.5,6.5,Between 36 and 45,M,Bachelor's Degree,Permanent Employee,27.0,2022-01-18
11358,2.0,30.0,22.5,107.5,84.5,Less than 18,M,Middle School,Student,33.0,2022-01-18
11359,2.0,65.0,37.5,97.5,103.5,Less than 18,M,Middle School,Student,14.0,2022-01-18
11360,2.0,45.0,55.0,65.0,96.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-18
11361,6.0,20.0,12.5,-2.5,52.5,Less than 18,F,I'd rather not answer,Student,28.0,2022-01-18
11362,2.0,35.0,25.0,37.5,91.0,Less than 18,F,I'd rather not answer,Student,19.0,2022-01-18
11364,4.0,37.5,20.0,20.0,71.5,More than 65,N,I'd rather not answer,I'd rather not answer,19.0,2022-01-18
11366,3.0,22.5,-15.0,-5.0,22.5,Between 18 and 25,M,High School,Student,27.0,2022-01-18
11367,2.0,60.0,52.5,110.0,152.0,Between 18 and 25,M,High School,Student,14.0,2022-01-18
11368,2.0,35.0,32.5,50.0,103.5,Between 18 and 25,M,First Level Master Degree,Freelance,21.0,2022-01-18
11369,2.0,62.5,12.5,42.5,111.0,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2022-01-18
11370,5.0,50.0,-40.0,-90.0,-4.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2022-01-18
11371,4.0,25.0,2.5,45.0,67.0,Less than 18,M,High School,Student,19.0,2022-01-18
11372,2.0,75.0,42.5,57.5,109.5,Between 18 and 25,M,High School,University Student,2.0,2022-01-18
11373,2.0,72.5,47.5,97.5,139.5,Between 18 and 25,M,Bachelor's Degree,Student,2.0,2022-01-18
11374,6.0,60.0,-25.0,7.5,48.5,Between 18 and 25,M,High School,I'd rather not answer,13.0,2022-01-18
11375,4.0,50.0,2.5,7.5,93.5,Between 18 and 25,M,High School,University Student,12.0,2022-01-18
11376,6.0,52.5,-5.0,-10.0,47.5,Between 18 and 25,M,High School,Permanent Employee,13.0,2022-01-18
11377,2.0,60.0,35.0,95.0,147.0,Between 18 and 25,M,High School,University Student,14.0,2022-01-18
11378,4.0,60.0,12.5,7.5,78.5,Less than 18,F,Middle School,Student,12.0,2022-01-19
11379,2.0,52.5,10.0,35.0,92.0,Less than 18,F,Middle School,Student,12.0,2022-01-19
11380,2.0,42.5,52.5,105.0,142.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-19
11382,4.0,70.0,17.5,17.5,87.5,Between 26 and 35,M,High School,Looking for employment,12.0,2022-01-19
11384,4.0,27.5,-5.0,17.5,78.5,Between 18 and 25,M,Middle School,Student,19.0,2022-01-19
11385,2.0,72.5,42.5,25.0,101.0,Less than 18,M,Middle School,Student,4.0,2022-01-19
11386,6.0,7.5,-5.0,5.0,33.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-01-19
11388,4.0,12.5,7.5,12.5,67.5,Less than 18,M,Middle School,Student,28.0,2022-01-19
11389,2.0,75.0,67.5,135.0,153.5,Less than 18,M,Middle School,Student,1.0,2022-01-19
11395,2.0,72.5,62.5,35.0,121.0,Less than 18,M,Middle School,Student,3.0,2022-01-19
11397,2.0,30.0,17.5,102.5,104.5,Less than 18,M,Middle School,Student,33.0,2022-01-19
11400,5.0,-15.0,-45.0,-45.0,-6.5,Less than 18,M,Middle School,Student,31.0,2022-01-19
11401,2.0,50.0,45.0,70.0,104.5,Less than 18,M,Middle School,Student,14.0,2022-01-19
11402,2.0,62.5,32.5,47.5,113.5,Less than 18,N,I'd rather not answer,Student,12.0,2022-01-19
11403,2.0,37.5,10.0,40.0,91.0,Less than 18,N,Middle School,Student,19.0,2022-01-19
11404,5.0,0.0,0.0,0.0,0.0,Less than 18,M,Middle School,Student,27.0,2022-01-19
11407,5.0,20.0,-20.0,-80.0,-42.0,Between 36 and 45,M,High School,Looking for employment,17.0,2022-01-19
11408,5.0,10.0,0.0,0.0,0.0,Less than 18,M,Middle School,Student,27.0,2022-01-19
11411,5.0,-35.0,0.0,40.0,-12.0,Less than 18,M,Middle School,Student,41.0,2022-01-19
11412,5.0,40.0,0.0,-40.0,12.0,Less than 18,M,Middle School,Student,16.0,2022-01-19
11413,2.0,27.5,17.5,75.0,114.5,Between 18 and 25,M,Middle School,Student,21.0,2022-01-19
11414,2.0,47.5,35.0,95.0,99.5,Less than 18,M,Middle School,Student,14.0,2022-01-19
11415,5.0,-2.5,-55.0,-27.5,-22.0,Between 56 and 65,N,First Level Master Degree,Entrepreneur,31.0,2022-01-19
11416,6.0,12.5,32.5,0.0,20.5,Between 36 and 45,N,First Level Master Degree,Entrepreneur,28.0,2022-01-19
11417,5.0,42.5,-40.0,-37.5,-1.0,Between 36 and 45,M,High School,Freelance,16.0,2022-01-20
11418,4.0,75.0,32.5,20.0,76.5,Between 18 and 25,M,High School,Student,12.0,2022-01-20
11419,5.0,42.5,-52.5,-87.5,-23.5,Less than 18,M,High School,Student,10.0,2022-01-20
11420,4.0,22.5,2.5,25.0,69.0,Less than 18,M,Middle School,Student,19.0,2022-01-20
11421,2.0,62.5,75.0,110.0,117.0,Between 56 and 65,M,High School,Public Employee,14.0,2022-01-20
11423,5.0,37.5,-30.0,-52.5,-2.0,I'd rather not answer,M,Middle School,Student,16.0,2022-01-20
11424,5.0,20.0,-7.5,-22.5,-16.0,Between 18 and 25,M,High School,University Student,27.0,2022-01-20
11425,4.0,2.5,10.0,55.0,56.5,Between 26 and 35,M,Bachelor's Degree,Freelance,28.0,2022-01-20
11426,4.0,-10.0,-2.5,40.0,41.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,28.0,2022-01-20
11427,5.0,12.5,0.0,-22.5,17.0,Between 26 and 35,M,Middle School,Student,27.0,2022-01-20
11428,2.0,60.0,60.0,92.5,114.5,Between 36 and 45,M,Master's Degree,Permanent Employee,14.0,2022-01-20
11432,6.0,30.0,7.5,10.0,21.5,Between 36 and 45,M,Bachelor's Degree,Permanent Employee,28.0,2022-01-20
11433,2.0,45.0,20.0,50.0,97.0,Less than 18,M,Middle School,Student,21.0,2022-01-21
11434,5.0,-12.5,-80.0,-160.0,-159.5,Between 18 and 25,M,High School,Fixed Term Employee,36.0,2022-01-21
11436,2.0,80.0,42.5,80.0,144.5,Between 18 and 25,M,High School,Fixed Term Employee,2.0,2022-01-21
11437,2.0,87.5,50.0,112.5,157.0,Between 18 and 25,M,High School,Student,2.0,2022-01-21
11438,2.0,22.5,35.0,32.5,104.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0,2022-01-21
11440,2.0,60.0,22.5,50.0,104.5,Between 26 and 35,M,Master's Degree,University Student,12.0,2022-01-21
11441,2.0,85.0,32.5,92.5,129.5,Between 26 and 35,F,First Level Master Degree,Freelance,2.0,2022-01-21
11442,2.0,67.5,42.5,50.0,94.5,Between 36 and 45,M,Bachelor's Degree,University Student,2.0,2022-01-21
11443,4.0,45.0,-2.5,10.0,79.5,Between 26 and 35,F,Bachelor's Degree,Public Employee,12.0,2022-01-21
11444,4.0,62.5,7.5,42.5,74.5,Between 26 and 35,M,PhD,Post-Doc,12.0,2022-01-21
11445,5.0,-15.0,-20.0,-65.0,-4.5,I'd rather not answer,M,I'd rather not answer,Student,44.0,2022-01-21
11446,4.0,25.0,-22.5,10.0,79.5,Between 18 and 25,M,Middle School,Student,13.0,2022-01-21
11447,5.0,-25.0,-70.0,-107.5,-117.0,More than 65,M,Middle School,Retired,38.0,2022-01-21
11448,6.0,30.0,-42.5,-7.5,59.5,Between 18 and 25,M,Middle School,Student,13.0,2022-01-21
11449,6.0,57.5,-20.0,2.5,63.0,Less than 18,N,Middle School,Student,12.0,2022-01-21
11451,2.0,47.5,40.0,77.5,101.5,Less than 18,F,Middle School,Student,14.0,2022-01-21
11452,4.0,52.5,-5.0,17.5,79.0,Less than 18,N,Middle School,Student,12.0,2022-01-21
11454,2.0,40.0,37.5,47.5,68.5,Between 46 and 55,M,PhD,Entrepreneur,21.0,2022-01-21
11455,5.0,37.5,-37.5,-55.0,-8.5,Less than 18,M,High School,Student,16.0,2022-01-21
11457,5.0,30.0,-57.5,-75.0,-24.5,Less than 18,M,High School,Student,37.0,2022-01-21
11458,3.0,45.0,5.0,-22.5,26.0,Between 18 and 25,M,High School,University Student,13.0,2022-01-21
11459,4.0,65.0,-12.5,17.5,87.0,Between 18 and 25,M,Vocational qualification,Freelance,12.0,2022-01-21
11460,2.0,85.0,50.0,57.5,89.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2022-01-21
11461,2.0,45.0,17.5,30.0,103.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-01-21
11462,2.0,80.0,72.5,117.5,127.0,Between 18 and 25,F,Bachelor's Degree,University Student,2.0,2022-01-21
11464,2.0,37.5,-2.5,35.0,98.5,Between 26 and 35,F,High School,Permanent Employee,19.0,2022-01-21
11465,5.0,17.5,-75.0,-117.5,-72.0,Between 18 and 25,M,High School,University Student,37.0,2022-01-22
11466,5.0,30.0,-42.5,-87.5,-34.5,Between 18 and 25,M,High School,University Student,10.0,2022-01-22
11467,2.0,65.0,22.5,35.0,89.5,Between 18 and 25,N,Master's Degree,Permanent Employee,12.0,2022-01-22
11468,5.0,-7.5,-60.0,-52.5,-43.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2022-01-22
11470,5.0,-30.0,-77.5,-37.5,-74.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2022-01-22
11471,5.0,-30.0,-40.0,-5.0,-53.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,31.0,2022-01-22
11472,2.0,80.0,80.0,140.0,122.0,Between 18 and 25,M,PhD,University Student,2.0,2022-01-22
11473,4.0,50.0,22.5,15.0,92.0,Between 46 and 55,F,Master's Degree,Entrepreneur,12.0,2022-01-22
11474,2.0,57.5,50.0,87.5,122.0,Less than 18,F,Middle School,Student,14.0,2022-01-22
11475,2.0,77.5,50.0,82.5,102.0,Between 56 and 65,M,High School,I'd rather not answer,2.0,2022-01-22
11477,5.0,-45.0,-40.0,-25.0,37.0,Less than 18,M,Middle School,Student,41.0,2022-01-22
11478,3.0,12.5,22.5,5.0,4.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-01-22
11479,5.0,-37.5,-62.5,0.0,-69.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2022-01-22
11480,2.0,-32.5,-5.0,95.0,57.0,Between 18 and 25,M,High School,Student,34.0,2022-01-22
11481,2.0,50.0,45.0,32.5,99.0,Between 18 and 25,F,High School,University Student,21.0,2022-01-22
11482,5.0,5.0,-85.0,-110.0,-44.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2022-01-22
11483,5.0,40.0,-60.0,-110.0,-2.0,Between 18 and 25,M,High School,Student,37.0,2022-01-22
11484,2.0,17.5,37.5,47.5,89.0,Less than 18,M,Middle School,Student,21.0,2022-01-22
11485,4.0,57.5,2.5,27.5,91.0,Less than 18,M,High School,Student,12.0,2022-01-22
11486,6.0,42.5,-10.0,-20.0,69.5,Between 18 and 25,M,High School,Student,13.0,2022-01-22
11487,5.0,-12.5,-32.5,-82.5,-29.5,Less than 18,M,Middle School,Student,30.0,2022-01-22
11489,5.0,42.5,-22.5,-50.0,43.5,Between 18 and 25,M,High School,Student,9.0,2022-01-22
11490,4.0,57.5,17.5,40.0,64.0,Less than 18,N,Middle School,Student,12.0,2022-01-22
11493,4.0,55.0,22.5,10.0,73.0,Less than 18,M,Middle School,Student,12.0,2022-01-22
11494,5.0,30.0,-72.5,-105.0,-17.0,Between 18 and 25,M,High School,Student,37.0,2022-01-22
11495,2.0,-5.0,10.0,70.0,109.5,Between 18 and 25,M,High School,Student,19.0,2022-01-22
11496,5.0,57.5,-57.5,-52.5,21.0,Less than 18,M,Middle School,Student,9.0,2022-01-22
11499,5.0,70.0,-2.5,-45.0,26.0,Between 46 and 55,M,Master's Degree,Permanent Employee,9.0,2022-01-22
11502,5.0,77.5,-47.5,-70.0,12.0,Less than 18,M,Middle School,Student,9.0,2022-01-22
11503,5.0,70.0,-52.5,-75.0,-3.0,Less than 18,M,Middle School,Student,9.0,2022-01-22
11504,4.0,47.5,10.0,20.0,93.5,Between 18 and 25,M,High School,University Student,12.0,2022-01-23
11505,2.0,22.5,17.5,72.5,119.5,Between 18 and 25,M,High School,Student,21.0,2022-01-23
11506,4.0,45.0,-2.5,12.5,71.0,Between 36 and 45,M,Master's Degree,Freelance,12.0,2022-01-23
11507,2.0,30.0,22.5,52.5,72.0,Between 18 and 25,F,Bachelor's Degree,University Student,19.0,2022-01-23
11508,5.0,-5.0,-20.0,-60.0,-22.0,Between 18 and 25,M,High School,Student,31.0,2022-01-23
11509,2.0,55.0,45.0,22.5,88.5,Between 36 and 45,M,Bachelor's Degree,University Student,12.0,2022-01-23
