,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
2792,5.0,-12.5,-70.0,-75.0,-49.5,I'd rather not answer,M,I'd rather not answer,Student,30.0,2021-05-27
2793,6.0,55.0,2.5,7.5,36.0,Between 46 and 55,M,Bachelor's Degree,Permanent Employee,12.0,2021-05-28
2794,5.0,52.5,-40.0,-95.0,5.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-05-28
2795,5.0,-5.0,-72.5,-147.5,-99.5,Less than 18,M,High School,Student,38.0,2021-05-28
2796,4.0,75.0,5.0,27.5,58.5,Between 26 and 35,M,First Level Master Degree,Fixed Term Employee,12.0,2021-05-28
2797,5.0,0.0,-80.0,-155.0,-79.5,Between 18 and 25,M,High School,Public Employee,38.0,2021-05-28
2798,5.0,-20.0,-72.5,-152.5,-104.5,Between 18 and 25,M,High School,University Student,38.0,2021-05-28
2799,5.0,37.5,-57.5,-97.5,-63.5,Between 18 and 25,M,Bachelor's Degree,University Student,17.0,2021-05-28
2800,2.0,47.5,30.0,77.5,92.0,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,21.0,2021-05-29
2801,2.0,40.0,47.5,77.5,104.5,Between 26 and 35,M,High School,Freelance,14.0,2021-05-29
2802,2.0,-32.5,37.5,105.0,74.5,I'd rather not answer,M,I'd rather not answer,Student,34.0,2021-05-29
2803,4.0,40.0,10.0,12.5,80.0,Between 26 and 35,M,PhD,Post-Doc,12.0,2021-05-29
2804,2.0,-70.0,60.0,130.0,62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,48.0,2021-05-29
2805,2.0,55.0,47.5,47.5,90.5,Less than 18,M,Middle School,Student,21.0,2021-05-29
2806,4.0,30.0,2.5,5.0,76.0,Less than 18,M,Vocational qualification,Student,19.0,2021-05-29
2807,5.0,37.5,0.0,-35.0,12.0,More than 65,M,I'd rather not answer,I'd rather not answer,16.0,2021-05-29
2808,5.0,40.0,-110.0,-110.0,-78.0,Between 18 and 25,M,PhD,University Student,24.0,2021-05-29
2809,6.0,-50.0,20.0,62.5,-3.0,Between 26 and 35,M,Middle School,Retired,47.0,2021-05-29
2810,5.0,7.5,-47.5,-60.0,-4.5,Between 26 and 35,M,Master's Degree,Freelance,37.0,2021-05-29
2811,2.0,65.0,60.0,77.5,68.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-05-30
2812,4.0,20.0,-15.0,42.5,64.5,Between 26 and 35,F,Master's Degree,University Student,28.0,2021-05-31
2813,5.0,20.0,-37.5,-42.5,-42.0,Less than 18,M,I'd rather not answer,Student,17.0,2021-05-31
2814,3.0,-35.0,-5.0,20.0,24.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2021-05-31
2815,5.0,-52.5,-90.0,-140.0,-154.5,Less than 18,M,Middle School,Student,39.0,2021-05-31
2816,6.0,50.0,-7.5,20.0,14.5,Between 18 and 25,M,Middle School,Freelance,13.0,2021-06-01
2817,5.0,45.0,-42.5,-55.0,20.0,Between 18 and 25,M,High School,Looking for employment,9.0,2021-06-01
2818,5.0,-37.5,-52.5,-87.5,-68.5,Less than 18,M,Middle School,Student,43.0,2021-06-01
2819,5.0,20.0,-45.0,-80.0,-46.5,Between 18 and 25,M,Middle School,Student,17.0,2021-06-01
2820,5.0,37.5,-17.5,-70.0,-62.0,Between 18 and 25,N,Middle School,Student,10.0,2021-06-01
2821,5.0,-20.0,-72.5,-50.0,-17.0,Between 26 and 35,M,High School,I'd rather not answer,30.0,2021-06-01
2822,2.0,50.0,22.5,65.0,104.5,Between 26 and 35,F,Master's Degree,University Student,21.0,2021-06-01
2823,2.0,62.5,42.5,47.5,94.0,Between 18 and 25,F,Master's Degree,University Student,12.0,2021-06-01
2824,2.0,57.5,25.0,75.0,109.5,Between 18 and 25,F,Bachelor's Degree,University Student,14.0,2021-06-01
2825,2.0,52.5,40.0,40.0,108.5,Between 18 and 25,F,High School,Student,21.0,2021-06-01
2826,2.0,52.5,7.5,37.5,114.5,Less than 18,M,Middle School,Student,12.0,2021-06-02
2827,4.0,27.5,12.5,7.5,58.5,Less than 18,F,High School,Student,19.0,2021-06-02
2828,5.0,2.5,-25.0,-20.0,-0.5,Between 18 and 25,F,High School,Student,27.0,2021-06-02
2829,4.0,30.0,5.0,37.5,89.5,Between 18 and 25,F,High School,University Student,19.0,2021-06-02
2830,2.0,70.0,5.0,45.0,117.0,Between 18 and 25,M,High School,Student,12.0,2021-06-02
2831,5.0,25.0,-22.5,-15.0,16.5,Between 18 and 25,F,Bachelor's Degree,University Student,27.0,2021-06-02
2832,2.0,57.5,32.5,100.0,137.0,Less than 18,F,Middle School,Student,14.0,2021-06-02
2833,4.0,27.5,-5.0,0.0,76.0,Less than 18,M,Middle School,Student,19.0,2021-06-02
2834,2.0,72.5,2.5,55.0,134.5,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2021-06-02
2835,5.0,-5.0,-50.0,-22.5,47.5,Between 18 and 25,F,Master's Degree,University Student,27.0,2021-06-02
2836,2.0,0.0,7.5,47.5,106.0,Between 18 and 25,F,High School,University Student,19.0,2021-06-02
2837,2.0,55.0,25.0,47.5,122.0,Between 18 and 25,F,High School,University Student,12.0,2021-06-02
2838,2.0,60.0,30.0,22.5,104.5,Between 18 and 25,F,High School,University Student,12.0,2021-06-02
2839,2.0,52.5,35.0,67.5,129.5,Between 18 and 25,F,High School,Student,14.0,2021-06-02
2840,2.0,40.0,17.5,67.5,79.5,Between 18 and 25,F,Bachelor's Degree,Permanent Employee,19.0,2021-06-02
2841,5.0,10.0,-35.0,-20.0,16.5,Between 18 and 25,F,High School,University Student,27.0,2021-06-02
2842,2.0,67.5,65.0,42.5,122.0,Between 18 and 25,F,High School,University Student,3.0,2021-06-02
2843,5.0,10.0,-37.5,-37.5,29.0,Between 18 and 25,F,High School,Student,16.0,2021-06-02
2844,4.0,45.0,10.0,25.0,81.0,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2021-06-02
2845,2.0,40.0,30.0,52.5,72.0,Between 18 and 25,F,Bachelor's Degree,University Student,21.0,2021-06-02
2846,4.0,40.0,12.5,37.5,62.5,Between 18 and 25,F,High School,University Student,19.0,2021-06-02
2847,4.0,62.5,0.0,30.0,92.0,Between 18 and 25,F,High School,Student,12.0,2021-06-02
2848,2.0,70.0,55.0,125.0,149.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-06-02
2849,4.0,55.0,-10.0,15.0,99.5,Between 18 and 25,F,High School,University Student,12.0,2021-06-02
2850,2.0,75.0,20.0,95.0,122.0,Less than 18,F,High School,Student,2.0,2021-06-02
2851,2.0,72.5,10.0,50.0,102.0,Between 18 and 25,F,High School,Student,12.0,2021-06-02
2852,6.0,27.5,-5.0,-12.5,51.5,Less than 18,F,High School,Student,13.0,2021-06-02
2853,4.0,27.5,-2.5,10.0,109.5,Between 18 and 25,M,High School,University Student,19.0,2021-06-02
2854,2.0,52.5,35.0,55.0,111.0,Between 18 and 25,F,I'd rather not answer,I'd rather not answer,21.0,2021-06-02
2855,4.0,35.0,5.0,17.5,88.5,Less than 18,F,High School,Student,19.0,2021-06-02
2856,2.0,52.5,27.5,80.0,136.0,Less than 18,M,High School,Student,14.0,2021-06-02
2857,2.0,40.0,32.5,77.5,136.0,Less than 18,M,High School,Student,22.0,2021-06-02
2858,2.0,55.0,45.0,47.5,108.5,Less than 18,N,I'd rather not answer,I'd rather not answer,22.0,2021-06-02
2859,5.0,-47.5,-82.5,-87.5,-112.0,Between 46 and 55,M,Middle School,I'd rather not answer,39.0,2021-06-02
2860,2.0,20.0,22.5,65.0,103.5,Between 18 and 25,F,Bachelor's Degree,University Student,21.0,2021-06-02
2861,2.0,50.0,32.5,72.5,133.5,Less than 18,M,High School,Student,14.0,2021-06-02
2862,6.0,40.0,0.0,-5.0,54.0,Between 46 and 55,M,Middle School,Freelance,12.0,2021-06-02
2863,2.0,50.0,22.5,70.0,136.0,Less than 18,M,High School,Student,22.0,2021-06-02
2864,2.0,47.5,37.5,45.0,109.5,Between 18 and 25,F,High School,University Student,21.0,2021-06-02
2865,4.0,37.5,-7.5,22.5,61.0,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2021-06-02
2866,4.0,30.0,7.5,32.5,48.5,Less than 18,F,Middle School,Student,19.0,2021-06-02
2867,2.0,52.5,15.0,42.5,112.0,Between 26 and 35,M,Bachelor's Degree,Permanent Employee,12.0,2021-06-02
2868,2.0,55.0,32.5,50.0,96.0,Less than 18,M,High School,Student,21.0,2021-06-02
2869,2.0,65.0,25.0,52.5,114.5,Between 18 and 25,F,High School,Student,12.0,2021-06-02
2870,5.0,40.0,-35.0,-37.5,5.5,Between 18 and 25,F,High School,University Student,16.0,2021-06-02
2871,2.0,50.0,37.5,52.5,110.0,Between 18 and 25,F,Master's Degree,University Student,21.0,2021-06-02
2872,3.0,40.0,-10.0,-12.5,30.0,I'd rather not answer,M,I'd rather not answer,Student,13.0,2021-06-02
2873,2.0,67.5,55.0,52.5,94.5,Less than 18,M,Middle School,Student,14.0,2021-06-02
2874,4.0,27.5,-2.5,17.5,58.5,Between 18 and 25,F,High School,University Student,19.0,2021-06-02
2875,4.0,20.0,27.5,30.0,92.0,Between 26 and 35,M,Bachelor's Degree,Entrepreneur,19.0,2021-06-02
2876,2.0,65.0,20.0,65.0,109.5,Between 18 and 25,F,Bachelor's Degree,University Student,14.0,2021-06-02
2877,2.0,57.5,5.0,90.0,117.0,Between 18 and 25,M,Bachelor's Degree,University Student,14.0,2021-06-02
2878,2.0,65.0,32.5,77.5,107.0,Between 18 and 25,F,High School,University Student,14.0,2021-06-02
2879,2.0,57.5,15.0,35.0,109.5,Between 18 and 25,F,High School,University Student,12.0,2021-06-02
2880,5.0,62.5,-45.0,-87.5,-20.5,Between 26 and 35,M,I'd rather not answer,Freelance,8.0,2021-06-02
2881,2.0,55.0,22.5,15.0,102.5,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2021-06-02
2882,3.0,15.0,-15.0,-10.0,38.5,Between 26 and 35,M,High School,I'd rather not answer,27.0,2021-06-02
2883,5.0,-32.5,-47.5,-67.5,-39.0,Between 18 and 25,M,High School,Student,30.0,2021-06-02
2884,4.0,20.0,22.5,40.0,71.0,Between 18 and 25,F,Bachelor's Degree,University Student,19.0,2021-06-02
2885,2.0,50.0,27.5,65.0,114.5,Between 18 and 25,F,High School,Student,21.0,2021-06-02
2886,2.0,37.5,27.5,57.5,101.0,Between 18 and 25,F,High School,University Student,21.0,2021-06-02
2887,4.0,12.5,-10.0,7.5,89.0,Between 18 and 25,F,High School,University Student,28.0,2021-06-02
2888,5.0,57.5,-7.5,-45.0,10.0,Between 56 and 65,M,Bachelor's Degree,Permanent Employee,9.0,2021-06-02
2889,4.0,40.0,20.0,5.0,54.0,Between 46 and 55,F,Middle School,I'd rather not answer,12.0,2021-06-02
2890,5.0,22.5,-80.0,-52.5,-24.0,Between 18 and 25,M,Bachelor's Degree,Entrepreneur,37.0,2021-06-02
2891,2.0,55.0,10.0,45.0,96.0,Between 18 and 25,F,High School,University Student,12.0,2021-06-02
2892,2.0,42.5,37.5,80.0,117.0,Between 18 and 25,F,High School,University Student,14.0,2021-06-02
2893,2.0,52.5,15.0,80.0,118.5,Between 18 and 25,M,Master's Degree,University Student,14.0,2021-06-03
2894,4.0,22.5,0.0,55.0,61.5,Between 36 and 45,F,Vocational qualification,Entrepreneur,19.0,2021-06-03
2895,2.0,82.5,57.5,102.5,132.0,Between 18 and 25,M,High School,University Student,2.0,2021-06-03
2896,4.0,32.5,25.0,15.0,45.5,Between 18 and 25,M,High School,Student,19.0,2021-06-03
2897,2.0,45.0,72.5,107.5,121.0,Between 18 and 25,F,High School,Student,14.0,2021-06-03
2898,4.0,45.0,-15.0,30.0,64.0,Between 56 and 65,F,High School,Retired,12.0,2021-06-03
2899,6.0,45.0,25.0,10.0,27.5,Less than 18,M,I'd rather not answer,Student,12.0,2021-06-03
2900,5.0,37.5,-35.0,-35.0,-21.5,Between 26 and 35,N,I'd rather not answer,I'd rather not answer,16.0,2021-06-03
2901,3.0,30.0,-25.0,-22.5,55.5,Between 18 and 25,M,High School,University Student,16.0,2021-06-03
2902,5.0,25.0,-22.5,-47.5,33.0,Between 18 and 25,F,High School,Fixed Term Employee,16.0,2021-06-04
2903,4.0,50.0,0.0,30.0,76.0,Between 18 and 25,M,I'd rather not answer,Student,12.0,2021-06-04
2904,2.0,75.0,20.0,27.5,103.5,Between 18 and 25,M,High School,Student,12.0,2021-06-04
2905,2.0,72.5,40.0,85.0,102.0,Between 46 and 55,M,PhD,Public Employee,2.0,2021-06-04
2906,5.0,10.0,-80.0,-150.0,-117.0,Less than 18,M,High School,Student,38.0,2021-06-04
2907,3.0,27.5,-12.5,-12.5,39.5,Between 18 and 25,F,High School,Student,16.0,2021-06-05
2908,2.0,30.0,100.0,150.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-06-05
2909,5.0,5.0,-75.0,-72.5,-29.5,Less than 18,M,High School,Student,37.0,2021-06-05
2910,4.0,60.0,10.0,15.0,88.5,Less than 18,M,Middle School,Student,12.0,2021-06-06
2911,3.0,62.5,-40.0,0.0,32.0,Between 18 and 25,M,I'd rather not answer,University Student,13.0,2021-06-06
2912,2.0,42.5,30.0,80.0,142.0,Less than 18,M,High School,Student,22.0,2021-06-06
2913,6.0,62.5,10.0,-50.0,71.5,Less than 18,M,I'd rather not answer,Student,12.0,2021-06-06
2914,4.0,35.0,-10.0,45.0,82.0,Less than 18,M,Middle School,Student,19.0,2021-06-06
2915,2.0,87.5,17.5,62.5,89.5,Less than 18,M,Middle School,Student,2.0,2021-06-06
2916,5.0,5.0,-42.5,-35.0,8.0,Between 26 and 35,M,High School,Public Employee,27.0,2021-06-06
2917,5.0,-5.0,-80.0,-150.0,-127.0,Less than 18,M,High School,Student,38.0,2021-06-06
2918,5.0,40.0,-20.0,-62.5,-34.0,Between 18 and 25,F,High School,I'd rather not answer,10.0,2021-06-06
2919,5.0,-10.0,-70.0,-140.0,-129.5,Less than 18,M,High School,Student,38.0,2021-06-06
2920,5.0,5.0,-70.0,-160.0,-152.0,Less than 18,M,High School,Student,38.0,2021-06-07
2921,5.0,50.0,-20.0,-140.0,-92.0,Less than 18,M,High School,Student,10.0,2021-06-07
2922,5.0,0.0,-70.0,-160.0,-147.0,Less than 18,M,High School,Student,38.0,2021-06-07
2923,5.0,-30.0,-40.0,-160.0,-112.0,Less than 18,M,High School,Student,38.0,2021-06-07
2924,5.0,10.0,-70.0,-130.0,-127.0,Less than 18,M,High School,Student,38.0,2021-06-07
2925,5.0,30.0,-50.0,-140.0,-122.0,Less than 18,M,High School,Student,17.0,2021-06-07
2926,5.0,35.0,-50.0,-120.0,-104.5,Less than 18,M,High School,Student,17.0,2021-06-07
2927,2.0,62.5,60.0,135.0,149.5,Between 18 and 25,F,High School,Freelance,14.0,2021-06-07
2928,2.0,37.5,35.0,57.5,74.5,Between 56 and 65,M,Master's Degree,Permanent Employee,21.0,2021-06-07
2929,5.0,-30.0,-70.0,-140.0,-32.0,Less than 18,M,Vocational qualification,Student,38.0,2021-06-07
2930,2.0,-22.5,45.0,95.0,62.0,Between 18 and 25,M,High School,Student,34.0,2021-06-07
2931,4.0,72.5,7.5,25.0,72.0,Between 18 and 25,M,High School,University Student,12.0,2021-06-07
2932,5.0,60.0,-10.0,-90.0,-42.0,Less than 18,M,High School,Student,10.0,2021-06-08
2933,2.0,62.5,30.0,77.5,129.5,Between 18 and 25,M,High School,University Student,14.0,2021-06-08
2934,5.0,-7.5,-50.0,-87.5,-57.0,Between 18 and 25,M,High School,University Student,30.0,2021-06-08
2935,2.0,15.0,22.5,70.0,114.5,Between 18 and 25,F,Bachelor's Degree,University Student,21.0,2021-06-08
2936,5.0,-10.0,-50.0,-140.0,-132.0,Less than 18,M,High School,Student,38.0,2021-06-08
2937,2.0,30.0,110.0,170.0,172.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-06-08
2938,5.0,-35.0,-17.5,-22.5,10.5,Between 26 and 35,M,High School,Freelance,41.0,2021-06-08
2939,4.0,77.5,-2.5,15.0,51.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-06-08
2940,5.0,-2.5,-10.0,-25.0,-6.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-06-08
2941,2.0,42.5,5.0,47.5,82.0,Between 18 and 25,M,High School,Student,19.0,2021-06-08
2942,2.0,10.0,40.0,77.5,91.0,Less than 18,M,Middle School,Student,33.0,2021-06-08
2943,6.0,17.5,25.0,5.0,34.5,Less than 18,M,Middle School,Student,28.0,2021-06-08
2944,5.0,17.5,-15.0,-30.0,6.0,Less than 18,M,Middle School,Student,27.0,2021-06-08
2945,5.0,50.0,-35.0,-85.0,-33.5,Less than 18,M,Middle School,Student,10.0,2021-06-08
2946,2.0,52.5,30.0,67.5,111.0,Between 26 and 35,M,First Level Master Degree,Freelance,14.0,2021-06-09
2947,2.0,50.0,15.0,42.5,83.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-06-09
2948,5.0,45.0,-47.5,-127.5,-37.0,Less than 18,M,High School,Student,10.0,2021-06-09
2949,2.0,70.0,30.0,32.5,79.5,I'd rather not answer,M,I'd rather not answer,Student,12.0,2021-06-09
2950,5.0,35.0,-17.5,-22.5,19.0,Between 18 and 25,M,High School,University Student,16.0,2021-06-09
2951,5.0,40.0,-45.0,-77.5,-17.0,Between 18 and 25,M,High School,University Student,10.0,2021-06-09
2952,5.0,47.5,-55.0,-140.0,-42.0,Less than 18,M,High School,Student,10.0,2021-06-09
2953,5.0,40.0,15.0,-32.5,19.5,Less than 18,M,Middle School,Student,16.0,2021-06-09
2954,5.0,7.5,2.5,-7.5,12.5,Between 46 and 55,N,Bachelor's Degree,Fixed Term Employee,27.0,2021-06-09
2955,4.0,72.5,7.5,10.0,94.5,Between 26 and 35,M,Master's Degree,Post-Doc,12.0,2021-06-09
2956,4.0,52.5,-10.0,10.0,88.5,Between 18 and 25,M,Bachelor's Degree,University Student,12.0,2021-06-09
2957,5.0,-25.0,-90.0,-170.0,-104.5,More than 65,M,Middle School,Entrepreneur,36.0,2021-06-09
2958,2.0,55.0,10.0,27.5,116.0,Between 18 and 25,M,High School,University Student,12.0,2021-06-09
2959,2.0,45.0,30.0,45.0,109.5,Between 18 and 25,M,High School,University Student,21.0,2021-06-09
2960,2.0,80.0,85.0,170.0,167.0,Between 18 and 25,M,PhD,Post-Doc,1.0,2021-06-09
2961,4.0,57.5,0.0,-2.5,102.0,Between 18 and 25,M,High School,Freelance,12.0,2021-06-09
2962,2.0,77.5,50.0,102.5,127.0,Between 18 and 25,M,Bachelor's Degree,Student,2.0,2021-06-09
2963,2.0,80.0,52.5,105.0,127.0,Between 18 and 25,M,Bachelor's Degree,Student,2.0,2021-06-09
2964,2.0,52.5,35.0,72.5,106.0,Between 18 and 25,M,High School,University Student,14.0,2021-06-09
2965,2.0,50.0,20.0,47.5,109.5,Between 18 and 25,M,High School,University Student,12.0,2021-06-09
2966,2.0,17.5,22.5,57.5,121.0,Between 18 and 25,M,High School,University Student,21.0,2021-06-09
2967,4.0,42.5,-7.5,20.0,104.5,Between 18 and 25,M,High School,University Student,12.0,2021-06-09
2968,2.0,30.0,22.5,60.0,107.0,Between 18 and 25,M,Bachelor's Degree,University Student,21.0,2021-06-09
2969,2.0,35.0,7.5,35.0,107.0,Between 18 and 25,M,High School,University Student,19.0,2021-06-09
2970,2.0,55.0,40.0,52.5,91.0,Between 18 and 25,M,High School,University Student,21.0,2021-06-09
2971,6.0,-40.0,0.0,60.0,-8.0,Between 46 and 55,M,PhD,Freelance,47.0,2021-06-09
2972,5.0,32.5,-47.5,-27.5,13.5,Between 18 and 25,F,Vocational qualification,Student,16.0,2021-06-09
2973,5.0,20.0,-40.0,-30.0,21.0,Between 18 and 25,F,Vocational qualification,Student,16.0,2021-06-09
2974,2.0,75.0,60.0,117.5,159.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2021-06-09
2975,2.0,70.0,72.5,127.5,116.0,Between 18 and 25,M,Bachelor's Degree,University Student,14.0,2021-06-09
2976,6.0,-2.5,-2.5,5.0,33.0,Less than 18,M,I'd rather not answer,Student,27.0,2021-06-09
2977,5.0,0.0,0.0,0.0,0.0,Between 36 and 45,F,PhD,Looking for employment,27.0,2021-06-09
2978,5.0,-30.0,20.0,-15.0,-25.0,Between 46 and 55,F,First Level Master Degree,Public Employee,41.0,2021-06-09
2979,2.0,-35.0,55.0,117.5,99.5,Between 18 and 25,M,High School,Student,34.0,2021-06-09
2980,5.0,40.0,0.0,-40.0,12.0,Between 36 and 45,M,Master's Degree,Freelance,16.0,2021-06-09
2981,5.0,50.0,-50.0,-140.0,-102.0,Less than 18,M,High School,Student,17.0,2021-06-10
2982,5.0,35.0,-37.5,-47.5,35.0,Between 18 and 25,M,Bachelor's Degree,University Student,16.0,2021-06-10
2983,6.0,47.5,-7.5,10.0,41.0,Between 18 and 25,M,Bachelor's Degree,Student,13.0,2021-06-10
2984,2.0,65.0,57.5,105.0,114.5,Between 56 and 65,M,High School,Permanent Employee,14.0,2021-06-10
2985,2.0,70.0,57.5,120.0,113.5,Between 18 and 25,M,Master's Degree,University Student,14.0,2021-06-10
2986,5.0,7.5,-12.5,-40.0,-29.5,Between 18 and 25,M,High School,Student,18.0,2021-06-10
2987,2.0,82.5,17.5,17.5,112.0,Between 26 and 35,M,Master's Degree,University Student,4.0,2021-06-10
2988,4.0,47.5,30.0,35.0,74.5,Less than 18,F,Middle School,Student,12.0,2021-06-10
2989,5.0,0.0,-62.5,-100.0,-118.5,Less than 18,M,High School,Student,38.0,2021-06-10
2990,2.0,60.0,35.0,37.5,98.5,Less than 18,M,Middle School,Student,12.0,2021-06-10
2991,2.0,52.5,7.5,72.5,94.5,Between 18 and 25,M,High School,University Student,21.0,2021-06-10
2992,5.0,-15.0,-70.0,-110.0,-62.0,Less than 18,M,Vocational qualification,Permanent Employee,38.0,2021-06-10
2993,5.0,30.0,-17.5,-60.0,5.5,Between 18 and 25,M,High School,Public Employee,16.0,2021-06-10
2994,5.0,32.5,-10.0,-37.5,-21.0,Less than 18,M,Middle School,Student,20.0,2021-06-10
2995,5.0,17.5,-45.0,-87.5,-21.0,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,37.0,2021-06-10
2996,5.0,42.5,-25.0,-40.0,-26.0,Less than 18,M,Middle School,Student,10.0,2021-06-10
2997,5.0,45.0,-35.0,-75.0,-69.5,Less than 18,M,High School,Student,10.0,2021-06-10
2998,5.0,42.5,-22.5,-85.0,-63.5,Less than 18,M,High School,Student,10.0,2021-06-10
2999,5.0,25.0,-42.5,-90.0,-74.5,Between 26 and 35,M,PhD,Freelance,17.0,2021-06-10
3000,4.0,80.0,17.5,-17.5,73.0,Between 18 and 25,M,Middle School,Student,12.0,2021-06-10
3001,5.0,50.0,-65.0,-72.5,-14.0,Between 18 and 25,M,High School,University Student,10.0,2021-06-10
3002,4.0,25.0,0.0,17.5,91.0,Between 18 and 25,M,High School,Student,19.0,2021-06-10
3003,2.0,75.0,70.0,122.5,132.0,Less than 18,M,Middle School,Student,2.0,2021-06-10
3004,5.0,35.0,-17.5,-17.5,18.5,Between 18 and 25,M,High School,University Student,16.0,2021-06-10
3005,2.0,52.5,32.5,50.0,97.0,Between 18 and 25,M,High School,Student,21.0,2021-06-10
3006,2.0,80.0,60.0,70.0,117.0,Between 46 and 55,M,Master's Degree,Permanent Employee,2.0,2021-06-10
3007,2.0,57.5,25.0,75.0,112.0,Between 26 and 35,M,PhD,Freelance,14.0,2021-06-10
3008,3.0,35.0,-35.0,-15.0,46.0,Less than 18,M,High School,Student,13.0,2021-06-10
3009,2.0,57.5,70.0,92.5,132.0,Less than 18,M,I'd rather not answer,Student,14.0,2021-06-10
3010,2.0,82.5,67.5,117.5,157.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-06-11
3011,5.0,20.0,-27.5,-55.0,42.5,Between 26 and 35,M,Middle School,Looking for employment,16.0,2021-06-11
3012,5.0,27.5,-47.5,-42.5,-19.0,Less than 18,M,Middle School,Student,10.0,2021-06-11
3013,2.0,65.0,40.0,87.5,128.5,Between 18 and 25,M,I'd rather not answer,Student,14.0,2021-06-11
3014,4.0,67.5,22.5,20.0,66.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-06-12
3015,3.0,37.5,-5.0,-20.0,34.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-06-12
3016,5.0,-75.0,-80.0,-115.0,-137.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2021-06-12
3017,2.0,0.0,50.0,122.5,124.5,Less than 18,M,Middle School,Student,33.0,2021-06-12
3018,5.0,2.5,-25.0,-10.0,9.0,Between 18 and 25,M,High School,University Student,27.0,2021-06-12
3019,2.0,62.5,67.5,87.5,104.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-06-13
3020,2.0,25.0,45.0,120.0,114.5,Between 18 and 25,M,High School,University Student,33.0,2021-06-13
3021,5.0,52.5,-10.0,-57.5,10.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-06-13
3022,5.0,-20.0,-35.0,-42.5,-66.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-06-14
3023,2.0,30.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-06-14
3024,4.0,27.5,37.5,50.0,61.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2021-06-14
3025,4.0,62.5,-2.5,-10.0,83.5,Less than 18,M,High School,Student,12.0,2021-06-14
3026,5.0,7.5,-57.5,-45.0,-51.0,Less than 18,M,High School,Student,17.0,2021-06-15
3027,5.0,32.5,-45.0,-130.0,-82.0,Between 18 and 25,M,Vocational qualification,Student,17.0,2021-06-15
3028,2.0,60.0,27.5,70.0,142.0,Less than 18,N,I'd rather not answer,Student,14.0,2021-06-15
3029,5.0,27.5,-7.5,-22.5,4.5,Between 36 and 45,M,First Level Master Degree,Entrepreneur,27.0,2021-06-15
3030,5.0,42.5,-25.0,-55.0,8.0,Between 18 and 25,M,High School,University Student,16.0,2021-06-15
3031,2.0,60.0,27.5,27.5,88.5,Between 18 and 25,M,High School,Student,12.0,2021-06-15
3032,5.0,27.5,-42.5,-40.0,21.5,Between 18 and 25,M,High School,University Student,16.0,2021-06-15
3033,4.0,52.5,-5.0,12.5,63.5,Between 26 and 35,M,Master's Degree,Freelance,12.0,2021-06-15
3034,2.0,65.0,52.5,92.5,127.0,Between 18 and 25,F,High School,Fixed Term Employee,14.0,2021-06-16
3035,5.0,7.5,-50.0,-70.0,-46.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,17.0,2021-06-16
3036,2.0,40.0,62.5,122.5,141.0,Between 26 and 35,M,High School,I'd rather not answer,14.0,2021-06-16
3037,2.0,72.5,72.5,97.5,152.0,Between 26 and 35,M,Master's Degree,Looking for employment,2.0,2021-06-16
3038,2.0,70.0,22.5,50.0,74.5,Less than 18,M,High School,Student,12.0,2021-06-16
3039,2.0,45.0,15.0,22.5,104.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-06-16
3040,2.0,30.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-06-16
3041,5.0,5.0,-52.5,-67.5,-37.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2021-06-17
